Date,Tweet
10/19/2020,"overnor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and promoting a book, especially since he has done such a poor job with Covid and Crime. So many unnecessary deaths. The City ; State have sunk to historic lows..."
10/19/2020,"r.Tony Fauci says we don't allow him to do television, and yet I saw him last night on @60Minutes, and he seems to get more airtime than anybody since the late, great, Bob Hope. All I ask of Tony is that he make better decisions. He said no masks ; let China in. Also, Bad arm!"
10/19/2020,"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror victims and families. Once deposited, I will lift Sudan from the State Sponsors of Terrorism list. At long last, JUSTICE for the American people and BIG step for Sudan!"
10/19/2020,Heading for Arizona. See you soon!
10/19/2020,Watch the @marklevinshow on @FoxNews at 10:00 P.M. He will importantly be talking about the corruption of Joe Biden. @SteveHiltonx and Larry Kudlow were great tonight!
10/19/2020,Heading for Tucson. See you in a little while. Winning Arizona!
10/19/2020,"overnor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and promoting a book, especially since he has done such a poor job with Covid and Crime. So many unnecessary deaths. The City ; State have sunk to historic lows..."
10/19/2020,"r.Tony Fauci says we don't allow him to do television, and yet I saw him last night on @60Minutes, and he seems to get more airtime than anybody since the late, great, Bob Hope. All I ask of Tony is that he make better decisions. He said no masks ; let China in. Also, Bad arm!"
10/19/2020,"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror victims and families. Once deposited, I will lift Sudan from the State Sponsors of Terrorism list. At long last, JUSTICE for the American people and BIG step for Sudan!"
10/19/2020,Heading for Arizona. See you soon!
10/19/2020,Watch the @marklevinshow on @FoxNews at 10:00 P.M. He will importantly be talking about the corruption of Joe Biden. @SteveHiltonx and Larry Kudlow were great tonight!
10/18/2020,"Big show tonight on @FoxNews! @MarkLevinShow will be exposing Joe Biden's Corruption at 8:00pmE - and of course, don't miss @NextRevFNC with @SteveHiltonx at 9:00pmE!"
10/18/2020,Corrupt politician Joe Biden makes Crooked Hillary look like an amateur!
10/18/2020,"Very proud of the @nypost, my former hometown newspaper. They have said and shown what everyone knows about Sleepy Joe Biden. He is a CORRUPT POLITICIAN!!!"
10/18/2020,"Joe Biden is a corrupt politician, and everybody knows it. Now you have the proof, perhaps like never was had before on a major politician. Laptop plus. This is the second biggest political scandal in our history!"
10/18/2020,"Hunter Biden's laptop is a disaster for the entire Biden family, but especially for his father, Joe. It is now a proven fact, and cannot be denied, that all of that info is the REAL DEAL. That makes it impossible for 50%, or 10% Joe, to ever assume the office of the President!"
10/18/2020,"The United States shows more CASES than other countries, which the Lamestream Fake News Media pounces on daily, because it TESTS at such a high (and costly) level. No country in the world tests at this level. The more you TEST, the more CASES you will be reporting. Very simple!"
10/18/2020,"Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country. For the last 47 years, Joe Biden shipped away your jobs, shut down your factories, threw open your borders, and ravaged our cities..."
10/18/2020,"Big show tonight on @FoxNews! @MarkLevinShow will be exposing Joe Biden's Corruption at 8:00pmE - and of course, don't miss @NextRevFNC with @SteveHiltonx at 9:00pmE!"
10/18/2020,Corrupt politician Joe Biden makes Crooked Hillary look like an amateur!
10/18/2020,"Very proud of the @nypost, my former hometown newspaper. They have said and shown what everyone knows about Sleepy Joe Biden. He is a CORRUPT POLITICIAN!!!"
10/18/2020,"Joe Biden is a corrupt politician, and everybody knows it. Now you have the proof, perhaps like never was had before on a major politician. Laptop plus. This is the second biggest political scandal in our history!"
10/18/2020,"Hunter Biden's laptop is a disaster for the entire Biden family, but especially for his father, Joe. It is now a proven fact, and cannot be denied, that all of that info is the REAL DEAL. That makes it impossible for 50%, or 10% Joe, to ever assume the office of the President!"
10/18/2020,"The United States shows more CASES than other countries, which the Lamestream Fake News Media pounces on daily, because it TESTS at such a high (and costly) level. No country in the world tests at this level. The more you TEST, the more CASES you will be reporting. Very simple!"
10/18/2020,"Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country. For the last 47 years, Joe Biden shipped away your jobs, shut down your factories, threw open your borders, and ravaged our cities..."
10/17/2020,Getting ready to land in Wisconsin. See you soon!
10/17/2020,"Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA"
10/17/2020,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRY'S HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?
10/17/2020,GIANT RED WAVE COMING!
10/17/2020,"enator Little Ben Sasse of the Great State of Nebraska seems to be heading down the same inglorious path as former Senators Liddle' Bob Corker, whose approval rating in Tennessee went from 55% to 4%, ; Jeff the Flake Flake, whose approval rating in Arizona went from 56% to...."
10/17/2020,"The least effective of our 53 Republican Senators, and a person who truly doesn't have what it takes to be great, is Little Ben Sasse of Nebraska, a State which I have gladly done so much to help. @SenSasse was as nice as a RINO can be until he recently won the Republican...."
10/17/2020,Getting ready to land in Wisconsin. See you soon!
10/17/2020,"Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA"
10/17/2020,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRY'S HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?
10/17/2020,GIANT RED WAVE COMING!
10/17/2020,"enator Little Ben Sasse of the Great State of Nebraska seems to be heading down the same inglorious path as former Senators Liddle' Bob Corker, whose approval rating in Tennessee went from 55% to 4%, ; Jeff the Flake Flake, whose approval rating in Arizona went from 56% to...."
10/17/2020,"The least effective of our 53 Republican Senators, and a person who truly doesn't have what it takes to be great, is Little Ben Sasse of Nebraska, a State which I have gladly done so much to help. @SenSasse was as nice as a RINO can be until he recently won the Republican...."
10/16/2020,"Getting ready to land in Macon, Georgia. Another giant crowd. See you soon!"
10/16/2020,Getting ready to speak in Florida. Enjoy!
10/16/2020,"Biden made another big mistake. He totally mixed up two Crime Bills. Didn't have a clue (as usual!). Also, he freely used the term SUPER PREDATOR!!!"
10/16/2020,"There is a nasty rumor out there that @SenatorCollins of Maine will not be supporting our great United States Supreme Court Nominee. Well, she didn't support Healthcare or my opening up 5000 square miles of Ocean to Maine, so why should this be any different. Not worth the work!"
10/16/2020,"Big T was not a reference to me, but rather to Big Tech, which should have been properly pointed out in Twitter's Fake Trending Section!"
10/16/2020,"Steve Scully of @cspan had a very bad week. When his name was announced, I said he would not be appropriate because of conflicts. I was right! Then he said he was hacked, he wasn't. I was right again! But his biggest mistake was confiding in a lowlife loser like the Mooch. Sad!"
10/16/2020,Very good reviews on last night's @NBCNews Town Hall in Miami. Thank you!!!
10/16/2020,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!"
10/16/2020,"leepy Joe Biden had a very bad showing last night, despite the fact that @GStephanopoulos didn't ask him any questions on his being a corrupt politician. Big Tech ; Lamestream Media are working hard to hide this corruption!!!"
10/16/2020,"Getting ready to land in Macon, Georgia. Another giant crowd. See you soon!"
10/16/2020,Getting ready to speak in Florida. Enjoy!
10/16/2020,"Biden made another big mistake. He totally mixed up two Crime Bills. Didn't have a clue (as usual!). Also, he freely used the term SUPER PREDATOR!!!"
10/16/2020,"There is a nasty rumor out there that @SenatorCollins of Maine will not be supporting our great United States Supreme Court Nominee. Well, she didn't support Healthcare or my opening up 5000 square miles of Ocean to Maine, so why should this be any different. Not worth the work!"
10/16/2020,"Big T was not a reference to me, but rather to Big Tech, which should have been properly pointed out in Twitter's Fake Trending Section!"
10/16/2020,"Steve Scully of @cspan had a very bad week. When his name was announced, I said he would not be appropriate because of conflicts. I was right! Then he said he was hacked, he wasn't. I was right again! But his biggest mistake was confiding in a lowlife loser like the Mooch. Sad!"
10/16/2020,Very good reviews on last night's @NBCNews Town Hall in Miami. Thank you!!!
10/16/2020,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!"
10/16/2020,"leepy Joe Biden had a very bad showing last night, despite the fact that @GStephanopoulos didn't ask him any questions on his being a corrupt politician. Big Tech ; Lamestream Media are working hard to hide this corruption!!!"
10/15/2020,"Pelosi is holding up STIMULUS, not the Republicans!"
10/15/2020,"I will be doing a major Fake @NBCNews Town Hall Forum, live tonight from Miami, at 8:00 P.M. They asked me to do it in place of the Rigged Steve Scully (he is now suspended from @cspan for lying) Debate. I wonder if they'll treat me as well as Sleepy Joe? They should!"
10/15/2020,I was right again! Steve Scully just admitted he was lying about his Twitter being hacked. The Debate was Rigged! He was suspended from @cspan indefinitely. The Trump Campaign was not treated fairly by the Commission. Did I show good instincts in being the first to know?
10/15/2020,Heading to North Carolina soon. Really Big Crowd. We will have a great time!!!
10/15/2020,Will be interviewed by @Varneyco on @FoxBusiness  at 10:00 A.M.  Enjoy!
10/15/2020,"Nancy Pelosi couldn't care less about the American People or the great American Worker. She should approve needed STIMULUS now. Most other Dems agree. Republicans are ready to go, I am ready to sign!!!"
10/15/2020,"People are fleeing California. Taxes too high, Crime too high, Brownouts too many, Lockdowns too severe. VOTE FOR TRUMP, WHAT THE HELL DO YOU HAVE TO LOSE!!!"
10/15/2020,"ve gone through years of a Fake, Illegal, and Totally Discredited Witch-Hunt, and now it's revealed that it was a Hoax by the other side, which must pay a price for what they did. Think of where we'd be now without Fake ; Fraudulent stories every night, for years!!!"
10/15/2020,Congratulations to the @nypost for having exposed the massive corruption surrounding Sleepy Joe Biden and our Country. He's always been a corrupt politician. Disgraceful!
10/15/2020,"Pelosi is holding up STIMULUS, not the Republicans!"
10/15/2020,"I will be doing a major Fake @NBCNews Town Hall Forum, live tonight from Miami, at 8:00 P.M. They asked me to do it in place of the Rigged Steve Scully (he is now suspended from @cspan for lying) Debate. I wonder if they'll treat me as well as Sleepy Joe? They should!"
10/15/2020,I was right again! Steve Scully just admitted he was lying about his Twitter being hacked. The Debate was Rigged! He was suspended from @cspan indefinitely. The Trump Campaign was not treated fairly by the Commission. Did I show good instincts in being the first to know?
10/15/2020,Heading to North Carolina soon. Really Big Crowd. We will have a great time!!!
10/15/2020,Will be interviewed by @Varneyco on @FoxBusiness  at 10:00 A.M.  Enjoy!
10/15/2020,"Nancy Pelosi couldn't care less about the American People or the great American Worker. She should approve needed STIMULUS now. Most other Dems agree. Republicans are ready to go, I am ready to sign!!!"
10/15/2020,"People are fleeing California. Taxes too high, Crime too high, Brownouts too many, Lockdowns too severe. VOTE FOR TRUMP, WHAT THE HELL DO YOU HAVE TO LOSE!!!"
10/15/2020,"ve gone through years of a Fake, Illegal, and Totally Discredited Witch-Hunt, and now it's revealed that it was a Hoax by the other side, which must pay a price for what they did. Think of where we'd be now without Fake ; Fraudulent stories every night, for years!!!"
10/15/2020,Congratulations to the @nypost for having exposed the massive corruption surrounding Sleepy Joe Biden and our Country. He's always been a corrupt politician. Disgraceful!
10/14/2020,"Georgia, this is your chance to MAKE AMERICA GREAT AGAIN. We have been strong for our Military, Vets, 2nd Amendment, and ALL. VOTE NOW!"
10/14/2020,Great night in Pennsylvania. Big and Enthusiastic Crowd. Will be back soon. VOTE!!!
10/14/2020,"Georgia, this is your chance to MAKE AMERICA GREAT AGAIN. We have been strong for our Military, Vets, 2nd Amendment, and ALL. VOTE NOW!"
10/14/2020,Great night in Pennsylvania. Big and Enthusiastic Crowd. Will be back soon. VOTE!!!
10/13/2020,"Watch @OANN, @newsmax, @cspan. Just arrived in Pennsylvania. Enjoy!"
10/13/2020,"Getting ready to land in Johnstown, Pennsylvania. Big crowd. See you soon!!!"
10/13/2020,Totally Negative China Virus Reports. Hit it early and hard. Fake News is devastated. They are very bad (and sick!) people!
10/13/2020,"How dare failed Presidential Candidate (1% and falling!) @CoryBooker make false charges and statements about me in addressing Judge Barrett. Illegally, never even lived in Newark when he was Mayor. Guy is a total loser! I want better Healthcare for far less money, always....."
10/13/2020,STIMULUS! Go big or go home!!!
10/13/2020,The Radical Left is trying hard to undermine the Christopher Columbus legacy. A great Italian opened new chapter in history of humanity by discovering the Americas.  @OANN  Not on my watch!
10/13/2020,"We love the people of Lake Charles, Louisiana. You've been hit hard , and often, but your Federal Government is there to help. It will all work out, and FAST!!! @fema @USArmy"
10/13/2020,"Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always protect people with Pre-existing conditions!!!!"
10/13/2020,GOP raises over 1 Billion Dollars through @WINRED since recent founding. November 3rd. The most important Election in the History of our Country!!!
10/13/2020,"California hired a pure Sleepy Joe Democrat firm to count and harvest votes. No way Republicans get a fair shake. Lawyers, get started!!! @GOPLeader  California is in big trouble. Vote Trump and watch the greatest comeback of them all!!! Also, New York and Illinois - go for it!"
10/13/2020," keep reading Fake News stories that my campaign is running low on money. Not true, ; if it were so, I would put up money myself. The fact is that we have much more money than we had 4 years ago, where we spent much less money than Crooked Hillary, and still easily won, 306-223!"
10/13/2020,"Great Florida Rally tonight. Big crowd, lot of enthusiasm (you win races with enthusiasm). Just got back. Tomorrow night it's off to Pennsylvania and another BIG crowd. We are winning. Economy is starting to boom. Good timing!!!"
10/13/2020,"Watch @OANN, @newsmax, @cspan. Just arrived in Pennsylvania. Enjoy!"
10/13/2020,"Getting ready to land in Johnstown, Pennsylvania. Big crowd. See you soon!!!"
10/13/2020,Totally Negative China Virus Reports. Hit it early and hard. Fake News is devastated. They are very bad (and sick!) people!
10/13/2020,"How dare failed Presidential Candidate (1% and falling!) @CoryBooker make false charges and statements about me in addressing Judge Barrett. Illegally, never even lived in Newark when he was Mayor. Guy is a total loser! I want better Healthcare for far less money, always....."
10/13/2020,STIMULUS! Go big or go home!!!
10/13/2020,The Radical Left is trying hard to undermine the Christopher Columbus legacy. A great Italian opened new chapter in history of humanity by discovering the Americas.  @OANN  Not on my watch!
10/13/2020,"We love the people of Lake Charles, Louisiana. You've been hit hard , and often, but your Federal Government is there to help. It will all work out, and FAST!!! @fema @USArmy"
10/13/2020,"Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always protect people with Pre-existing conditions!!!!"
10/13/2020,GOP raises over 1 Billion Dollars through @WINRED since recent founding. November 3rd. The most important Election in the History of our Country!!!
10/13/2020,"California hired a pure Sleepy Joe Democrat firm to count and harvest votes. No way Republicans get a fair shake. Lawyers, get started!!! @GOPLeader  California is in big trouble. Vote Trump and watch the greatest comeback of them all!!! Also, New York and Illinois - go for it!"
10/13/2020," keep reading Fake News stories that my campaign is running low on money. Not true, ; if it were so, I would put up money myself. The fact is that we have much more money than we had 4 years ago, where we spent much less money than Crooked Hillary, and still easily won, 306-223!"
10/13/2020,"Great Florida Rally tonight. Big crowd, lot of enthusiasm (you win races with enthusiasm). Just got back. Tomorrow night it's off to Pennsylvania and another BIG crowd. We are winning. Economy is starting to boom. Good timing!!!"
10/12/2020,"Getting ready to land in Florida. BIG CROWD! Live on various networks: @OANN, @cspan, @newsmax and others!!!"
10/12/2020,".@FoxNews allows more negative ads on me than practically all of the other networks combined. Not like the old days, but we will win even bigger than 2016. Roger Ailes was the GREATEST!"
10/12/2020,"I'm running as a proud Democrat, for the Senate. Sleepy Joe Biden today. It's only going to get worse. It is not sustainable for our County - China will own us!!!!"
10/12/2020,"Biden losing big in Florida. Only Fake Polls show otherwise! Bad for Healthcare. Thinks he's running for the Senate. Forgot Mitt Romney's name, and where he was!"
10/12/2020,"The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself. Open up your states, Democrat governors. Open up New York. A long battle, but they finally did the right thing!"
10/12/2020,Republicans should be strongly focused on completing a wonderful stimulus package for the American People!
10/12/2020,"What's going on, almost nobody is showing up for Sleepy Joe rallies!"
10/12/2020,"Sleepy Joe Biden had a particularly bad day today. He couldn't remember the name of Mitt Romney, said again he was running for the U.S. Senate, and forgot what State he was in. If I did any of this, it would be disqualifying. With him, he's just Sleepy Joe!"
10/12/2020,Leaving now for Florida Rally. Big crowds!
10/12/2020,"307,000 Veterans Died waiting for Healthcare at the V.A. During Sleepy Joe Biden's Watch. 800,000 Records Stalled! A complete and total disaster."
10/12/2020,Heading to the Greatest Economy Of All Time!!!  VOTE
10/12/2020,"So Biden is coughing and hacking and playing fingers with his mask, all over the place, and the Fake News doesn't want to even think about discussing it. Journalism has reached the all time low in history. Sadly, Lamestream knows this and doesn't even care!"
10/12/2020,Almost nobody showed up to the Sleepy Joe Biden Rally in Ohio. The reporting and polls are a Media Con Job - Fake News. We have far more support and enthusiasm than even in 2016. November 3rd. will be a great day for America!!!  #MAGA
10/12/2020,HAPPY COLUMBUS DAY TO ALL!
10/12/2020,STOCK MARKET UP ANOTHER 300 POINTS - GREATEST LEADING INDICATOR OF THEM ALL!!! DON'T RUIN IT WITH SLEEPY JOE!!!
10/12/2020,The Economy is about ready to go through the roof. Stock Market ready to break ALL-TIME RECORD. 401k's incredible. New Jobs Record. Remember all of this when you VOTE. Sleepy Joe wants to quadruple your Taxes. Depression!!! Don't let it happen! #MAGA
10/12/2020,Republicans must state loudly and clearly that WE are going to provide much better Healthcare at a much lower cost. Get the word out! Will always protect pre-existing conditions!!!
10/12/2020,"We will have Healthcare which is FAR BETTER than ObamaCare, at a FAR LOWER COST - BIG PREMIUM REDUCTION. PEOPLE WITH PRE EXISTING CONDITIONS WILL BE PROTECTED AT AN EVEN HIGHER LEVEL THAN NOW. HIGHLY UNPOPULAR AND UNFAIR INDIVIDUAL MANDATE ALREADY TERMINATED. YOU'RE WELCOME!"
10/12/2020,"o Crazy to watch Senator Blumenthal of Connecticut lecture all on morals ; ethics when for 25 years he said he was a Great War Hero in Vietnam, and he was never even there. He lied ; cheated right up until the day he got caught. Thank you to those in military who turned him in!"
10/12/2020,STOCK MARKET UP BIG!
10/12/2020,"Remember, I wouldn't be President now had Obama and Biden properly done their job. The fact is, they were TERRIBLE!!!"
10/12/2020,"November 3rd. will be the most exciting day in U.S. Election History, even more so than 2016. Tremendous excitement and enthusiasm, like perhaps never seen before. Nobody showing up to Sleepy Joe Rallies. Places are DEAD. Stiff!!! See you in Florida tonight."
10/12/2020,"Stock Market Up Big. Do I get no credit for this? Never even mentioned by the Fake News. A New Record for Stocks and Jobs Growth. Remember, it's the Economy Stupid.  VOTE!!!"
10/12/2020,"Our Country cannot survive as a Socialist Nation, and that's what the Democrats want it to be. The USA will never become a large scale version of Venezuela. All control is already being taken away from Sleepy Joe. He has Zero to say!!!"
10/12/2020,"The Republicans are giving the Democrats a great deal of time, which is not mandated, to make their self serving statements relative to our great new future Supreme Court Justice. Personally, I would pull back, approve, and go for STIMULUS for the people!!!"
10/12/2020,"Remember, Stock Market at an All Time High, and going up. 401k's at RECORD. With Sleepy Joe comes Tax Increases, jobs losses and DEPRESSION like never seen before!!! VOTE!!!"
10/12/2020,SO MUCH FAKE NEWS! The Lamestream Media has gone absolutely insane because they realize we are winning BIG in all of the polls that matter. They write or show one false story after another. They are truly sick people. VOTE!!!
10/12/2020,"Illinois has no place to go. Sad, isn't it? Vote Trump!"
10/12/2020,New York has gone to hell. Vote Trump!
10/12/2020,California is going to hell. Vote Trump!
10/12/2020,"See you in Sanford, Florida, tonight for a Big Rally. Covered Live on @OANN, @newsmax and @cspan. Enjoy!!!"
10/12/2020,"The FBI and Law Enforcement must focus their energy on ANTIFA and the Radical Left, those who have spent the summer trying to burn down poorly run Democrat Cities throughout the USA!"
10/12/2020,"Big spike in the China Plague in Europe and other places that the Fake News used to hold up as examples of places that are doing well, in order to make the U.S look bad. Be strong and vigilant, it will run its course. Vaccines and cures are coming fast!"
10/12/2020,"Record 96% Approval Rating in the Republican Party. 53% Approval Rating Overall. Record 56% Better Off Now than 4 Years Ago (Gallup) during the Obama/Sleepy Joe Biden Administration, even as we round the turn on the China Plague. Thank you. Next year will be the BEST EVER!!!"
10/12/2020,"56% of registered voters tell Gallup that they are better off than they were 4 years ago (under Obama/Biden), while only 32% said they were worse off. Highest number on satisfaction yet recorded, by far. mgoodwin@nypost.com... And it will only get better!!! VOTE"
10/12/2020,See you in FLORIDA tomorrow night. Big Rally!!!
10/12/2020,"Getting ready to land in Florida. BIG CROWD! Live on various networks: @OANN, @cspan, @newsmax and others!!!"
10/12/2020,".@FoxNews allows more negative ads on me than practically all of the other networks combined. Not like the old days, but we will win even bigger than 2016. Roger Ailes was the GREATEST!"
10/12/2020,"I'm running as a proud Democrat, for the Senate. Sleepy Joe Biden today. It's only going to get worse. It is not sustainable for our County - China will own us!!!!"
10/12/2020,"Biden losing big in Florida. Only Fake Polls show otherwise! Bad for Healthcare. Thinks he's running for the Senate. Forgot Mitt Romney's name, and where he was!"
10/12/2020,"The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself. Open up your states, Democrat governors. Open up New York. A long battle, but they finally did the right thing!"
10/12/2020,Republicans should be strongly focused on completing a wonderful stimulus package for the American People!
10/12/2020,"What's going on, almost nobody is showing up for Sleepy Joe rallies!"
10/12/2020,"Sleepy Joe Biden had a particularly bad day today. He couldn't remember the name of Mitt Romney, said again he was running for the U.S. Senate, and forgot what State he was in. If I did any of this, it would be disqualifying. With him, he's just Sleepy Joe!"
10/12/2020,Leaving now for Florida Rally. Big crowds!
10/12/2020,"307,000 Veterans Died waiting for Healthcare at the V.A. During Sleepy Joe Biden's Watch. 800,000 Records Stalled! A complete and total disaster."
10/12/2020,Heading to the Greatest Economy Of All Time!!!  VOTE
10/12/2020,"So Biden is coughing and hacking and playing fingers with his mask, all over the place, and the Fake News doesn't want to even think about discussing it. Journalism has reached the all time low in history. Sadly, Lamestream knows this and doesn't even care!"
10/12/2020,Almost nobody showed up to the Sleepy Joe Biden Rally in Ohio. The reporting and polls are a Media Con Job - Fake News. We have far more support and enthusiasm than even in 2016. November 3rd. will be a great day for America!!!  #MAGA
10/12/2020,HAPPY COLUMBUS DAY TO ALL!
10/12/2020,STOCK MARKET UP ANOTHER 300 POINTS - GREATEST LEADING INDICATOR OF THEM ALL!!! DON'T RUIN IT WITH SLEEPY JOE!!!
10/12/2020,The Economy is about ready to go through the roof. Stock Market ready to break ALL-TIME RECORD. 401k's incredible. New Jobs Record. Remember all of this when you VOTE. Sleepy Joe wants to quadruple your Taxes. Depression!!! Don't let it happen! #MAGA
10/12/2020,Republicans must state loudly and clearly that WE are going to provide much better Healthcare at a much lower cost. Get the word out! Will always protect pre-existing conditions!!!
10/12/2020,"We will have Healthcare which is FAR BETTER than ObamaCare, at a FAR LOWER COST - BIG PREMIUM REDUCTION. PEOPLE WITH PRE EXISTING CONDITIONS WILL BE PROTECTED AT AN EVEN HIGHER LEVEL THAN NOW. HIGHLY UNPOPULAR AND UNFAIR INDIVIDUAL MANDATE ALREADY TERMINATED. YOU'RE WELCOME!"
10/12/2020,"o Crazy to watch Senator Blumenthal of Connecticut lecture all on morals ; ethics when for 25 years he said he was a Great War Hero in Vietnam, and he was never even there. He lied ; cheated right up until the day he got caught. Thank you to those in military who turned him in!"
10/12/2020,STOCK MARKET UP BIG!
10/12/2020,"Remember, I wouldn't be President now had Obama and Biden properly done their job. The fact is, they were TERRIBLE!!!"
10/12/2020,"November 3rd. will be the most exciting day in U.S. Election History, even more so than 2016. Tremendous excitement and enthusiasm, like perhaps never seen before. Nobody showing up to Sleepy Joe Rallies. Places are DEAD. Stiff!!! See you in Florida tonight."
10/12/2020,"Stock Market Up Big. Do I get no credit for this? Never even mentioned by the Fake News. A New Record for Stocks and Jobs Growth. Remember, it's the Economy Stupid.  VOTE!!!"
10/12/2020,"Our Country cannot survive as a Socialist Nation, and that's what the Democrats want it to be. The USA will never become a large scale version of Venezuela. All control is already being taken away from Sleepy Joe. He has Zero to say!!!"
10/12/2020,"The Republicans are giving the Democrats a great deal of time, which is not mandated, to make their self serving statements relative to our great new future Supreme Court Justice. Personally, I would pull back, approve, and go for STIMULUS for the people!!!"
10/12/2020,"Remember, Stock Market at an All Time High, and going up. 401k's at RECORD. With Sleepy Joe comes Tax Increases, jobs losses and DEPRESSION like never seen before!!! VOTE!!!"
10/12/2020,SO MUCH FAKE NEWS! The Lamestream Media has gone absolutely insane because they realize we are winning BIG in all of the polls that matter. They write or show one false story after another. They are truly sick people. VOTE!!!
10/12/2020,"Illinois has no place to go. Sad, isn't it? Vote Trump!"
10/12/2020,New York has gone to hell. Vote Trump!
10/12/2020,California is going to hell. Vote Trump!
10/12/2020,"See you in Sanford, Florida, tonight for a Big Rally. Covered Live on @OANN, @newsmax and @cspan. Enjoy!!!"
10/12/2020,"The FBI and Law Enforcement must focus their energy on ANTIFA and the Radical Left, those who have spent the summer trying to burn down poorly run Democrat Cities throughout the USA!"
10/12/2020,"Big spike in the China Plague in Europe and other places that the Fake News used to hold up as examples of places that are doing well, in order to make the U.S look bad. Be strong and vigilant, it will run its course. Vaccines and cures are coming fast!"
10/12/2020,"Record 96% Approval Rating in the Republican Party. 53% Approval Rating Overall. Record 56% Better Off Now than 4 Years Ago (Gallup) during the Obama/Sleepy Joe Biden Administration, even as we round the turn on the China Plague. Thank you. Next year will be the BEST EVER!!!"
10/12/2020,"56% of registered voters tell Gallup that they are better off than they were 4 years ago (under Obama/Biden), while only 32% said they were worse off. Highest number on satisfaction yet recorded, by far. mgoodwin@nypost.com... And it will only get better!!! VOTE"
10/12/2020,See you in FLORIDA tomorrow night. Big Rally!!!
10/11/2020,"The Fake News, @CNN, MSDNC, the failing @nytimes, and the rest, are working overtime spewing every lie in the book to make sure they can demean and disparage, at the highest level possible, to try and win an election for a man who is totally unqualified to be your President, S.J."
10/11/2020,"Biden evades Court Packing question. @FoxNews  Because his puppet masters are willing to destroy the U.S. Supreme Court. Don't let this, and so many other really bad things, happen. VOTE!"
10/11/2020,"eople don't remember the chaos, hatred ; discord that we all went through during the 8 years of Obama/Biden. St. Louis, Oakland, Baltimore, and so many other places,  were a complete ; total disaster. I wouldn't be in the beautiful White House if it weren't for Sleepy Joe, etc."
10/11/2020,"A total and complete sign off from White House Doctors yesterday. That means I can't get it (immune), and can't give it. Very nice to know!!!"
10/11/2020,"In 2016, the ABC News/Washington Post Poll was such a complete disaster that these two Fake News Organizations changed the numbers prior to the Election. Now these haters are trying the same thing, though on a lesser scale, again. Will have a bigger win than even 2016!"
10/11/2020,.@NateSilver538  The Trump 2016 Victory was the most shocking political development of my lifetime. That's only because you got it  so wrong. This time there is far more ENTHUSIASM even than 2016. Winning many States much more easily than people understand. BIG CROWDS!!!
10/11/2020,"FDR's own party told him you cannot PACK the United States Supreme Court, it would permanently destroy the Court. @judgejeanine @tedcruz But now the Radical Left Democrats are pushing Biden to do this. He has zero chance against them!"
10/11/2020,"s the 1st President to formally recognize the issue of Missing ; Murdered Native Americans, today, I was proud to sign Savanna's Act ; the Not Invisible Act. We have also provided $295 Million to support public safety ; crime victims. Forgotten NO MORE! #OperationLadyJustice"
10/11/2020,"The Fake News, @CNN, MSDNC, the failing @nytimes, and the rest, are working overtime spewing every lie in the book to make sure they can demean and disparage, at the highest level possible, to try and win an election for a man who is totally unqualified to be your President, S.J."
10/11/2020,"Biden evades Court Packing question. @FoxNews  Because his puppet masters are willing to destroy the U.S. Supreme Court. Don't let this, and so many other really bad things, happen. VOTE!"
10/11/2020,"eople don't remember the chaos, hatred ; discord that we all went through during the 8 years of Obama/Biden. St. Louis, Oakland, Baltimore, and so many other places,  were a complete ; total disaster. I wouldn't be in the beautiful White House if it weren't for Sleepy Joe, etc."
10/11/2020,"A total and complete sign off from White House Doctors yesterday. That means I can't get it (immune), and can't give it. Very nice to know!!!"
10/11/2020,"In 2016, the ABC News/Washington Post Poll was such a complete disaster that these two Fake News Organizations changed the numbers prior to the Election. Now these haters are trying the same thing, though on a lesser scale, again. Will have a bigger win than even 2016!"
10/11/2020,.@NateSilver538  The Trump 2016 Victory was the most shocking political development of my lifetime. That's only because you got it  so wrong. This time there is far more ENTHUSIASM even than 2016. Winning many States much more easily than people understand. BIG CROWDS!!!
